item,itemLabel,rank,pob,pobLabel,hasCountry,hasAdmin,hasref,refitem,exurl,wmurl,wmproj
Q106272177,Christian Ntshangase,,,,,,false,,,,
Q106317582,Makhosi Vilakati,,,,,,false,,,,
Q107600891,Cleopas Dlamini,,,,,,false,,,,
Q108461960,Albert Nhlanhla Shabangu,,,,,,false,,,,
Q108461961,Abednego Ntshangase,,,,,,false,,,,
Q108461963,Roy Fanourakis,,,,,,false,,,,
Q108461964,Mabili Dlamini,,,,,,false,,,,
Q108461965,Mtiti Fakudze,,,,,,false,,,,
Q108461966,Mgwagwa Gamedze,,,,,,false,,,,
Q112055121,Sibongile Ndlela-Simelane,,,,,,false,,,,
Q114515089,John Philip Carmichael,,,,,,false,,,,
Q114515091,Martin Dlamini,,,,,,false,,,,
Q114515132,David Ngcamphalala,,,,,,false,,,,
Q114515133,Harries Madze Bulunga,,,,,,false,,,,
Q114515136,Lady Howard Mabuza,,,,,,false,,,,
Q114515137,Manqoba Khumalo,,,,,,false,,,,
Q114515138,Moses Vilakati,,,,,,false,,,,
Q114515139,Ndlaluhlaza Ndwandwe,,,,,,false,,,,
Q114515140,Peter Bhembe,,,,,,false,,,,
Q114515141,Pholile Dlamini,,,,,,false,,,,
Q114515142,Prince Simelane,,,,,,false,,,,
Q114515143,Princess Lindiwe,,,,,,false,,,,
Q114515144,Tambo Gina,,,,,,false,,,,
Q114515571,Mabulala Maseko,,,,,,false,,,,
Q114515573,Phila Buthelezi,,,,,,false,,,,
Q114515670,Jabulani Mabuza,,,,,,false,,,,
Q16973942,Themba Nhlanganiso Masuku,,,,,,false,,,,
Q19380887,Majozi Sithole,,,,,,false,,,,
Q2062420,Paul Shabangu,,,,,,false,,,,
Q28403455,Paul Dlamini,,,,,,false,,,,
Q331724,Themba Dlamini,,,,,,false,,,,
Q3324762,Moses Mathendele Dlamini,,,,,,false,,,,
Q467866,Sikhanyiso Dlamini,NormalRank,Q3904,Mbabane,true,true,true,false,false,false,true
Q484720,Sotsha Dlamini,NormalRank,Q2318848,Mankayane,true,true,true,false,false,true,true
Q4901662,Bheki Dlamini,,,,,,false,,,,
Q5163581,Constance Simelane,,,,,,false,,,,
Q56630743,Vincent Mhlanga,,,,,,false,,,,
Q57973856,Ambrose Mandvulo Dlamini,NormalRank,Q305395,Manzini Region,true,true,true,false,true,false,false
Q64747413,Thuli Dladla,,,,,,false,,,,
Q86753035,Neal Rijkenberg,,,,,,false,,,,
Q97156196,Lizzy Nkosi,,,,,,false,,,,
Q98893969,Joel Musa Nhleko,,,,,,false,,,,
Q57340,Mswati III,NormalRank,Q495730,Manzini,true,true,false,,,,
Q57715,Barnabas Sibusiso Dlamini,NormalRank,Q1050,Eswatini,true,false,true,false,false,false,true
Q58271,Lutfo Dlamini,,,,,,false,,,,
